raceId,url,weather,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
210,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,"Cloudy, Dry, 17 °C",0,0,1,0,1
211,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,"Overcast, cold and rain, air temperature 11C or 51F",0,1,0,1,1
212,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,Clear,1,0,0,0,0
213,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,Clear and mild with temperatures approaching 22.7 °C (72.9 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],1,0,0,0,0
214,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,"Dry at first, rain in closing stages",0,0,1,1,0
215,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,"Sunny, Dry Track",1,0,1,0,0
216,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,"Sunny, dry track",1,0,1,0,0
217,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,"Sunny, Dry Track, 27°C",1,0,1,0,0
218,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,"Wet, then drying out with temperatures reaching up to 28 °C (82 °F)[1]",0,0,1,1,0
219,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,Dry with temperatures reaching up to 29 °C (84 °F)[1],0,0,1,0,0
220,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,Sunny,1,0,0,0,0
221,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,"Partially cloudy, mild and dry",1,0,1,0,1
222,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,Sunny[1],1,0,0,0,0
223,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,Sunny with temperatures reaching up to 25 °C (77 °F)[1],1,0,0,0,0
224,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,Dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,0
225,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,"Wet, then drying with temperatures reaching up to 24 °C (75 °F)[1]",0,0,1,1,0
226,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,Dry with temperatures reaching up to 21 °C (70 °F)[1],0,0,1,0,0
227,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,"Cloudy, but dry",0,0,1,0,1
228,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,Sunny,1,0,0,0,0
229,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,"Overcast, mild, wet at first, drying later, light rain at finish",1,0,1,1,1
230,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,Rain,0,0,0,1,0
231,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,Mostly sunny and warm with temperatures approaching 26 °C (79 °F)[1],1,0,0,0,0
232,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,Dry,0,0,1,0,0
233,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,Warm and sunny with temperatures reaching up to 25 °C (77 °F)[1],1,0,0,0,0
234,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,"Sunny, dry",1,0,1,0,0
235,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,Sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
236,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,Overcast and dry with temperatures reaching up to 17 °C (63 °F)[1],0,0,1,0,1
237,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,Dry,0,0,1,0,0
238,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,Mostly sunny with ambient temperatures reaching 25 °C during the day.,1,0,0,0,0
239,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,"Sunny, mild and dry",1,0,1,0,0
240,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,Overcast,0,0,0,0,1
241,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,Cloudy,0,0,0,0,1
242,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,"Heavy rain before the start, before brightening up",0,0,0,1,0
243,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,Sunny,1,0,0,0,0
244,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,"Warm, sunny",1,0,0,0,0
245,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,"Cloudy at start, sunny later with temperatures reaching up to 24.3 °C (75.7 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1]",1,0,0,0,1
246,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,"Cloudy, light drizzle at times",0,0,0,0,1
247,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,"Warm, cloudy, windy",1,0,0,0,1
248,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,"Sunny, 28°C",1,0,0,0,0
249,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,Sunny,1,0,0,0,0
250,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,"Cloudy, then heavy rain",0,0,0,1,1
251,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,Sunny,1,0,0,0,0
252,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,Sunny,1,0,0,0,0
253,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,"Rain, later dried out, air temperature 11 °C (52 °F)",0,0,0,1,0
254,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,"Cloudy, dry",0,0,1,0,1
255,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,"Rain, later dried out",0,0,0,1,0
256,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,Sunny[2],1,0,0,0,0
257,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,Sunny,1,0,0,0,0
258,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,Sunny,1,0,0,0,0
259,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,Sunny,1,0,0,0,0
260,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,Sunny,1,0,0,0,0
261,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,Sunny,1,0,0,0,0
262,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,Temperatures approaching 26.3 °C (79.3 °F); wind speeds up to 21 kilometres per hour (13 mph)[1],0,0,0,0,0
263,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,Sunny,1,0,0,0,0
264,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,Sunny,1,0,0,0,0
265,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,Sunny,1,0,0,0,0
266,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,Sunny,1,0,0,0,0
267,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,Sunny,1,0,0,0,0
268,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,Sunny,1,0,0,0,0
269,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,Sunny,1,0,0,0,0
270,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,Sunny,1,0,0,0,0
271,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,"Heavy rain, followed by light showers",0,0,0,1,0
272,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,Sunny,1,0,0,0,0
273,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)",1,0,0,1,0
274,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,Dry first then torrential rain; later drying and staying dry for the rest of the race,0,0,1,1,0
275,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,"Very cold, rain with dry spells",0,1,1,1,0
276,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,"Wet at start, dry later",0,0,1,1,0
277,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,Sunny,1,0,0,0,0
278,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,"Partly cloudy, mild, dry",1,0,1,0,1
279,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,Temperatures reaching up to 29 °C (84 °F); wind speeds up to 18.3 kilometres per hour (11.4 mph)[1],0,0,0,0,0
280,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,not found,0,0,0,0,0
281,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,Dry,0,0,1,0,0
282,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,Dry,0,0,1,0,0
283,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,not found,0,0,0,0,0
284,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,Sunny and clear,1,0,0,0,0
285,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,Hot and sunny,1,0,0,0,0
286,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,"Dry, sunny, windy",1,0,1,0,0
287,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,"Dry/wet, warm, cloudy",1,0,1,1,1
288,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,Sunny,1,0,0,0,0
289,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,"Hot, dry and dull",1,0,1,0,0
290,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,Scattered Clouds27 °C (81 °F)[1],0,0,0,0,1
291,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,Dry,0,0,1,0,0
292,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,"Dry at start, wet later",0,0,1,1,0
293,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,Sunny,1,0,0,0,0
294,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,Dry,0,0,1,0,0
295,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,Dry with temperatures reaching up to 25 °C (77 °F); wind speeds up to 14 kilometres per hour (8.7 mph)[1],0,0,1,0,0
296,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,"Dry, then raining",0,0,1,1,0
297,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,Dry,0,0,1,0,0
298,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,Dry,0,0,1,0,0
299,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,Dry,0,0,1,0,0
300,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,"Overcast, brief rain mid-race",0,0,0,1,1
301,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,Sunny and warm,1,0,0,0,0
302,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,"Dry, sunny, windy",1,0,1,0,0
303,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,"Dry, warm, cloudy",1,0,1,0,1
304,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,Cloudy,0,0,0,0,1
305,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix,Overcast25 °C (77 °F)[1],0,0,0,0,1
306,http://en.wikipedia.org/wiki/1991_Brazilian_Grand_Prix,"Cloudy at start, rainy later. Ambient temperature: 29.4°C (85°F).Humidity: 95%.Wind speed: 33.7 km/h (21 mph).",0,0,0,1,1
307,http://en.wikipedia.org/wiki/1991_San_Marino_Grand_Prix,"Wet at start, dry by finish",0,0,1,1,0
308,http://en.wikipedia.org/wiki/1991_Monaco_Grand_Prix,"Cloudy, mild, dry",1,0,1,0,1
309,http://en.wikipedia.org/wiki/1991_Canadian_Grand_Prix,Mild with temperatures approaching 25 °C (77 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[1],1,0,0,0,0
310,http://en.wikipedia.org/wiki/1991_Mexican_Grand_Prix,Mostly Cloudy24 °C (75 °F)[1],0,0,0,0,1
311,http://en.wikipedia.org/wiki/1991_French_Grand_Prix,not found,0,0,0,0,0
312,http://en.wikipedia.org/wiki/1991_British_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
313,http://en.wikipedia.org/wiki/1991_German_Grand_Prix,Hot and sunny,1,0,0,0,0
314,http://en.wikipedia.org/wiki/1991_Hungarian_Grand_Prix,"Hot dry, sunny",1,0,1,0,0
315,http://en.wikipedia.org/wiki/1991_Belgian_Grand_Prix,not found,0,0,0,0,0
316,http://en.wikipedia.org/wiki/1991_Italian_Grand_Prix,Sunny and warm,1,0,0,0,0
317,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,Sunny and warm,1,0,0,0,0
318,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,"Warm and overcast, drying",1,0,1,0,1
319,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,"Sunny, warm",1,0,0,0,0
320,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,Torrential rain,0,0,0,1,0
321,http://en.wikipedia.org/wiki/1990_United_States_Grand_Prix,Cloudy and cool with temperatures reaching up to 18 °C (64 °F)[1],0,1,0,0,1
322,http://en.wikipedia.org/wiki/1990_Brazilian_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
323,http://en.wikipedia.org/wiki/1990_San_Marino_Grand_Prix,"Warm, dry, sunny",1,0,1,0,0
324,http://en.wikipedia.org/wiki/1990_Monaco_Grand_Prix,"Warm, dry, sunny",1,0,1,0,0
325,http://en.wikipedia.org/wiki/1990_Canadian_Grand_Prix,Warm and cloudy with temperatures approaching 19.8 °C (67.6 °F); wind speeds up to 27.8 kilometres per hour (17.3 mph)[1],1,0,0,0,1
326,http://en.wikipedia.org/wiki/1990_Mexican_Grand_Prix,Overcast21 °C (70 °F)[1],0,0,0,0,1
327,http://en.wikipedia.org/wiki/1990_French_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
328,http://en.wikipedia.org/wiki/1990_British_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
329,http://en.wikipedia.org/wiki/1990_German_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
330,http://en.wikipedia.org/wiki/1990_Hungarian_Grand_Prix,Dry,0,0,1,0,0
331,http://en.wikipedia.org/wiki/1990_Belgian_Grand_Prix,Dry,0,0,1,0,0
332,http://en.wikipedia.org/wiki/1990_Italian_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
333,http://en.wikipedia.org/wiki/1990_Portuguese_Grand_Prix,not found,0,0,0,0,0
334,http://en.wikipedia.org/wiki/1990_Spanish_Grand_Prix,"Dry, hot, sunny",1,0,1,0,0
335,http://en.wikipedia.org/wiki/1990_Japanese_Grand_Prix,Sunny,1,0,0,0,0
336,http://en.wikipedia.org/wiki/1990_Australian_Grand_Prix,Sunny,1,0,0,0,0
337,http://en.wikipedia.org/wiki/2010_Bahrain_Grand_Prix,Sunny,1,0,0,0,0
338,http://en.wikipedia.org/wiki/2010_Australian_Grand_Prix,Overcast with light rain at start,0,0,0,1,1
339,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix,"Mainly cloudy, dry",0,0,1,0,1
340,http://en.wikipedia.org/wiki/2010_Chinese_Grand_Prix,"Cloudy, rain",0,0,0,1,1
341,http://en.wikipedia.org/wiki/2010_Spanish_Grand_Prix,"Mainly cloudy, dry",0,0,1,0,1
342,http://en.wikipedia.org/wiki/2010_Monaco_Grand_Prix,"Mainly cloudy, dry",0,0,1,0,1
343,http://en.wikipedia.org/wiki/2010_Turkish_Grand_Prix,Air: 28 to 29 °C (82 to 84 °F) Track: 39 to 49 °C (102 to 120 °F),0,0,0,0,0
344,http://en.wikipedia.org/wiki/2010_Canadian_Grand_Prix,Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 4.9 kilometres per hour (3.0 mph)[1],1,0,0,0,0
345,http://en.wikipedia.org/wiki/2010_European_Grand_Prix,Dry,0,0,1,0,0
346,http://en.wikipedia.org/wiki/2010_British_Grand_Prix,Mainly sunny,1,0,0,0,0
347,http://en.wikipedia.org/wiki/2010_German_Grand_Prix,"Mainly cloudy, dry",0,0,1,0,1
348,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix,Mainly sunny28 °C (82 °F)[1],1,0,0,0,0
349,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix,Intermittent rain,0,0,0,1,0
350,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,Sunny,1,0,0,0,0
351,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,"Clear; Air temp 29 to 30 °C (84 to 86 °F), Track temp 31 °C (88 °F)[2][3]",1,0,0,0,0
352,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,"Heavy Rain (practice), Sunny (race)",1,0,0,1,0
353,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,"Rain; Air 20 °C (68 °F), Track 18 °C (64 °F)",0,0,0,1,0
354,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,Clear; 25 °C (77 °F),1,0,0,0,0
355,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,Dry[1] Air Temp 28 °C (82 °F)[1] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[1],0,0,1,0,0
356,http://en.wikipedia.org/wiki/1989_Brazilian_Grand_Prix,"Very hot, dry, sunny",1,0,1,0,0
357,http://en.wikipedia.org/wiki/1989_San_Marino_Grand_Prix,"Warm, dry, sunny",1,0,1,0,0
358,http://en.wikipedia.org/wiki/1989_Monaco_Grand_Prix,"Warm, dry, sunny",1,0,1,0,0
359,http://en.wikipedia.org/wiki/1989_Mexican_Grand_Prix,"Hot, dry, partly sunny 25°C/79°F, 40% Humidity, wind NW-10mph",1,0,1,0,0
360,http://en.wikipedia.org/wiki/1989_United_States_Grand_Prix,"Hot, sunny, 36C (97F) [1]",1,0,0,0,0
361,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix,Cool and rainy with temperatures approaching 24 °C (75 °F); wind speeds up to 17.9 kilometres per hour (11.1 mph)[1],0,1,0,1,0
362,http://en.wikipedia.org/wiki/1989_French_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
363,http://en.wikipedia.org/wiki/1989_British_Grand_Prix,"Warm, dry, sunny",1,0,1,0,0
364,http://en.wikipedia.org/wiki/1989_German_Grand_Prix,"Warm, cloudy",1,0,0,0,1
365,http://en.wikipedia.org/wiki/1989_Hungarian_Grand_Prix,Cloudy,0,0,0,0,1
366,http://en.wikipedia.org/wiki/1989_Belgian_Grand_Prix,"Wet, cloudy, cool",0,1,0,1,1
367,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
368,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix,"Hot, dry, sunny",1,0,1,0,0
369,http://en.wikipedia.org/wiki/1989_Spanish_Grand_Prix,"Dry, hot, sunny",1,0,1,0,0
370,http://en.wikipedia.org/wiki/1989_Japanese_Grand_Prix,"Dry, warm, cloudy",1,0,1,0,1
371,http://en.wikipedia.org/wiki/1989_Australian_Grand_Prix,"Wet, cool",0,1,0,1,0
372,http://en.wikipedia.org/wiki/1988_Brazilian_Grand_Prix,Cloudy and hot,1,0,0,0,1
373,http://en.wikipedia.org/wiki/1988_San_Marino_Grand_Prix,"Sunny, warm",1,0,0,0,0
374,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix,Warm and dry,1,0,1,0,0
375,http://en.wikipedia.org/wiki/1988_Mexican_Grand_Prix,Sunny and hot,1,0,0,0,0
376,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix,Sunny and hot with temperatures up to 29 °C (84 °F); wind speeds up to 19 kilometres per hour (12 mph)[1],1,0,0,0,0
377,http://en.wikipedia.org/wiki/1988_Detroit_Grand_Prix,Warm and sunny with temperatures up to 91.9 °F (33.3 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1],1,0,0,0,0
378,http://en.wikipedia.org/wiki/1988_French_Grand_Prix,Sunny and hot,1,0,0,0,0
379,http://en.wikipedia.org/wiki/1988_British_Grand_Prix,Wet and cool,0,1,0,1,0
380,http://en.wikipedia.org/wiki/1988_German_Grand_Prix,Wet and cool,0,1,0,1,0
381,http://en.wikipedia.org/wiki/1988_Hungarian_Grand_Prix,Sunny and hot,1,0,0,0,0
382,http://en.wikipedia.org/wiki/1988_Belgian_Grand_Prix,"Warm, dry and overcast",1,0,1,0,1
383,http://en.wikipedia.org/wiki/1988_Italian_Grand_Prix,Sunny and hot,1,0,0,0,0
384,http://en.wikipedia.org/wiki/1988_Portuguese_Grand_Prix,Sunny and hot,1,0,0,0,0
385,http://en.wikipedia.org/wiki/1988_Spanish_Grand_Prix,Sunny and hot,1,0,0,0,0
386,http://en.wikipedia.org/wiki/1988_Japanese_Grand_Prix,"Cool and mainly dry, some rain toward the end",0,1,1,1,0
387,http://en.wikipedia.org/wiki/1988_Australian_Grand_Prix,Cloudy and hot,1,0,0,0,1
388,http://en.wikipedia.org/wiki/1987_Brazilian_Grand_Prix,Sunny,1,0,0,0,0
389,http://en.wikipedia.org/wiki/1987_San_Marino_Grand_Prix,"Sunny, warm",1,0,0,0,0
390,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix,Cloudy and cool,0,1,0,0,1
391,http://en.wikipedia.org/wiki/1987_Monaco_Grand_Prix,Sunny and warm,1,0,0,0,0
392,http://en.wikipedia.org/wiki/1987_Detroit_Grand_Prix,Clear with rain showers later on; temperatures reaching up to 78.1 °F (25.6 °C); wind speeds up to 19.6 miles per hour (31.5 km/h)[1],1,0,0,1,0
393,http://en.wikipedia.org/wiki/1987_French_Grand_Prix,Sunny and hot,1,0,0,0,0
394,http://en.wikipedia.org/wiki/1987_British_Grand_Prix,Sunny and warm,1,0,0,0,0
395,http://en.wikipedia.org/wiki/1987_German_Grand_Prix,not found,0,0,0,0,0
396,http://en.wikipedia.org/wiki/1987_Hungarian_Grand_Prix,Dry,0,0,1,0,0
397,http://en.wikipedia.org/wiki/1987_Austrian_Grand_Prix,Dry,0,0,1,0,0
398,http://en.wikipedia.org/wiki/1987_Italian_Grand_Prix,Dry,0,0,1,0,0
399,http://en.wikipedia.org/wiki/1987_Portuguese_Grand_Prix,Dry,0,0,1,0,0
400,http://en.wikipedia.org/wiki/1987_Spanish_Grand_Prix,Sunny and hot,1,0,0,0,0
401,http://en.wikipedia.org/wiki/1987_Mexican_Grand_Prix,Sunny and hot,1,0,0,0,0
402,http://en.wikipedia.org/wiki/1987_Japanese_Grand_Prix,Dry,0,0,1,0,0
403,http://en.wikipedia.org/wiki/1987_Australian_Grand_Prix,Sunny,1,0,0,0,0
404,http://en.wikipedia.org/wiki/1986_Brazilian_Grand_Prix,"Hot, dry and sunny",1,0,1,0,0
405,http://en.wikipedia.org/wiki/1986_Spanish_Grand_Prix,"Warm, dry and sunny",1,0,1,0,0
406,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix,"Overcast, warm",1,0,0,0,1
407,http://en.wikipedia.org/wiki/1986_Monaco_Grand_Prix,"Sunny, mild, dry",1,0,1,0,0
408,http://en.wikipedia.org/wiki/1986_Belgian_Grand_Prix,Dry,0,0,1,0,0
409,http://en.wikipedia.org/wiki/1986_Canadian_Grand_Prix,Dry with temperatures approaching 25 °C (77 °F); wind speeds up to 20.5 km/h (12.7 mph)[1],0,0,1,0,0
410,http://en.wikipedia.org/wiki/1986_Detroit_Grand_Prix,Cloudy and hot with temperatures reaching up to 91 °F (33 °C); wind speeds up to 23 miles per hour (37 km/h)[1],1,0,0,0,1
411,http://en.wikipedia.org/wiki/1986_French_Grand_Prix,Dry,0,0,1,0,0
412,http://en.wikipedia.org/wiki/1986_British_Grand_Prix,Sunny,1,0,0,0,0
413,http://en.wikipedia.org/wiki/1986_German_Grand_Prix,Dry,0,0,1,0,0
414,http://en.wikipedia.org/wiki/1986_Hungarian_Grand_Prix,not found,0,0,0,0,0
415,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix,Dry,0,0,1,0,0
416,http://en.wikipedia.org/wiki/1986_Italian_Grand_Prix,Dry,0,0,1,0,0
417,http://en.wikipedia.org/wiki/1986_Portuguese_Grand_Prix,Dry,0,0,1,0,0
418,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix,Sunny and hot,1,0,0,0,0
419,http://en.wikipedia.org/wiki/1986_Australian_Grand_Prix,Sunny,1,0,0,0,0
420,http://en.wikipedia.org/wiki/1985_Brazilian_Grand_Prix,Dry,0,0,1,0,0
421,http://en.wikipedia.org/wiki/1985_Portuguese_Grand_Prix,"Overcast, Cold, Rain",0,1,0,1,1
422,http://en.wikipedia.org/wiki/1985_San_Marino_Grand_Prix,not found,0,0,0,0,0
423,http://en.wikipedia.org/wiki/1985_Monaco_Grand_Prix,Dry,0,0,1,0,0
424,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix,Sunny with temperatures approaching 20.5 °C (68.9 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],1,0,0,0,0
425,http://en.wikipedia.org/wiki/1985_Detroit_Grand_Prix,Clear and cool with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds up to 23 miles per hour (37 km/h)[1],1,1,0,0,0
426,http://en.wikipedia.org/wiki/1985_French_Grand_Prix,"Dry, hot[2]",1,0,1,0,0
427,http://en.wikipedia.org/wiki/1985_British_Grand_Prix,"Cool, overcast",0,1,0,0,1
428,http://en.wikipedia.org/wiki/1985_German_Grand_Prix,Dry,0,0,1,0,0
429,http://en.wikipedia.org/wiki/1985_Austrian_Grand_Prix,Dry,0,0,1,0,0
430,http://en.wikipedia.org/wiki/1985_Dutch_Grand_Prix,Sunny,1,0,0,0,0
431,http://en.wikipedia.org/wiki/1985_Italian_Grand_Prix,Dry,0,0,1,0,0
432,http://en.wikipedia.org/wiki/1985_Belgian_Grand_Prix,"Wet/Dry, drying up in later stages",0,0,1,1,0
433,http://en.wikipedia.org/wiki/1985_European_Grand_Prix,not found,0,0,0,0,0
434,http://en.wikipedia.org/wiki/1985_South_African_Grand_Prix,Dry,0,0,1,0,0
435,http://en.wikipedia.org/wiki/1985_Australian_Grand_Prix,Sunny,1,0,0,0,0
436,http://en.wikipedia.org/wiki/1984_Brazilian_Grand_Prix,Dry,0,0,1,0,0
437,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix,Dry,0,0,1,0,0
438,http://en.wikipedia.org/wiki/1984_Belgian_Grand_Prix,not found,0,0,0,0,0
439,http://en.wikipedia.org/wiki/1984_San_Marino_Grand_Prix,not found,0,0,0,0,0
440,http://en.wikipedia.org/wiki/1984_French_Grand_Prix,Dry,0,0,1,0,0
441,http://en.wikipedia.org/wiki/1984_Monaco_Grand_Prix,Heavy rain and spray,0,0,0,1,0
442,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix,Dry with temperatures approaching 26 °C (79 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],0,0,1,0,0
443,http://en.wikipedia.org/wiki/1984_Detroit_Grand_Prix,Sunny and warm with temperatures reaching up to 77.9 °F (25.5 °C); wind speeds up to 11.3 miles per hour (18.2 km/h)[1],1,0,0,0,0
444,http://en.wikipedia.org/wiki/1984_Dallas_Grand_Prix,Sunny with temperatures reaching up to 100 °F (38 °C); wind speeds approaching speeds up to 14 miles per hour (23 km/h)[1],1,0,0,0,0
445,http://en.wikipedia.org/wiki/1984_British_Grand_Prix,not found,0,0,0,0,0
446,http://en.wikipedia.org/wiki/1984_German_Grand_Prix,Dry,0,0,1,0,0
447,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix,Dry,0,0,1,0,0
448,http://en.wikipedia.org/wiki/1984_Dutch_Grand_Prix,Sunny,1,0,0,0,0
449,http://en.wikipedia.org/wiki/1984_Italian_Grand_Prix,Dry,0,0,1,0,0
